date,website_traffic,conversion_rate,average_order_value,ad_spend,refund_rate,orders,revenue,new_customers,returning_customers,customer_acquisition_cost,gross_profit,profit_margin,revenue_growth_dod,orders_growth_dod,traffic_growth_dod,revenue_7d_avg,conversion_7d_avg
2023-05-23,5263,0.0233,68.1,1089.35,0.0268,122,8308.62,86,36,12.67,4985.17,0.6,-0.15820988067086916,-0.12230215827338131,-0.09910989387196167,9809.815714285713,0.024557142857142857
2023-05-24,5626,0.0251,71.35,1146.31,0.026,141,10059.69,97,44,11.82,6035.82,0.6,0.21075341031362593,0.15573770491803285,0.06897206916207477,9554.550000000001,0.02402857142857143
2023-05-25,5645,0.0233,74.83,1200.1,0.0276,131,9803.3,91,40,13.19,5881.98,0.6,-0.025486868879657454,-0.07092198581560283,0.0033771773906861036,9618.732857142857,0.024185714285714286
2023-05-26,5753,0.0255,83.97,1100.55,0.0252,146,12260.03,106,40,10.38,7356.02,0.6,0.2506023481888753,0.11450381679389321,0.01913197519929133,9703.648571428572,0.0241
2023-05-27,4554,0.0249,72.41,1110.15,0.0306,113,8182.55,79,34,14.05,4909.53,0.6,-0.33258319922545054,-0.226027397260274,-0.20841300191204593,9572.518571428573,0.024271428571428572
2023-05-28,4541,0.0245,76.12,1092.07,0.0381,111,8449.2,77,34,14.18,5069.52,0.6,0.032587640772131055,-0.017699115044247815,-0.002854633289415931,9561.938571428573,0.024342857142857142
2023-05-29,5714,0.0232,74.92,1071.24,0.0316,132,9889.16,92,40,11.64,5933.5,0.6,0.17042560242389793,0.18918918918918926,0.25831314688394635,9564.65,0.02425714285714286
2023-05-30,5673,0.0238,80.94,1090.34,0.0287,135,10927.17,94,41,11.6,6556.3,0.6,0.10496442569439668,0.022727272727272707,-0.0071753587679384,9938.728571428572,0.02432857142857143
2023-05-31,5668,0.0265,87.63,1062.43,0.0285,150,13145.2,102,48,10.42,7887.12,0.6,0.20298302305171423,0.11111111111111116,-0.0008813678829543425,10379.515714285715,0.024528571428571427
2023-06-01,5691,0.026,72.35,1126.15,0.0222,147,10634.81,99,48,11.38,6380.89,0.6,-0.19097389161062606,-0.020000000000000018,0.0040578687367678334,10498.302857142857,0.024914285714285715
2023-06-02,5490,0.023,72.55,1086.78,0.0344,126,9141.65,86,40,12.64,5484.99,0.6,-0.14040307255136664,-0.1428571428571429,-0.035318924617817604,10052.820000000002,0.024557142857142857
2023-06-03,4876,0.0252,80.22,1137.79,0.0296,122,9786.94,87,35,13.08,5872.16,0.6,0.07058791356046235,-0.031746031746031744,-0.11183970856101999,10282.018571428573,0.0246
2023-06-04,4893,0.0265,78.41,1049.13,0.0291,129,10114.82,88,41,11.92,6068.89,0.6,0.03350178911896862,0.05737704918032782,0.0034864643150123165,10519.964285714286,0.024885714285714285
2023-06-05,5495,0.0217,84.23,1144.29,0.046,119,10023.79,82,37,13.95,6014.27,0.6,-0.00899966583686107,-0.07751937984496127,0.12303290414878387,10539.197142857143,0.024671428571428573
2023-06-06,6016,0.0261,77.92,1170.25,0.0315,156,12155.46,111,45,10.54,7293.28,0.6,0.21266107929236333,0.31092436974789917,0.09481346678798919,10714.667142857143,0.024999999999999998
2023-06-07,5741,0.0237,73.2,1029.71,0.0262,135,9882.48,93,42,11.07,5929.49,0.6,-0.18699251200695,-0.13461538461538458,-0.04571143617021278,10248.564285714285,0.0246
2023-06-08,5412,0.0261,77.95,1148.92,0.0279,141,10991.41,100,41,11.49,6594.85,0.6,0.11221171203989289,0.04444444444444451,-0.057307089357254815,10299.507142857143,0.024614285714285717
2023-06-09,5786,0.0235,80.54,1192.43,0.0357,135,10873.37,90,45,13.25,6524.02,0.6,-0.010739295504398338,-0.04255319148936165,0.06910569105691056,10546.895714285714,0.024685714285714287
2023-06-10,4664,0.0214,79.1,1071.39,0.0306,99,7831.14,69,30,15.53,4698.68,0.6,-0.279787223280363,-0.2666666666666667,-0.19391634980988592,10267.495714285715,0.024142857142857143
2023-06-11,5020,0.0217,77.54,1216.32,0.0228,109,8451.46,76,33,16.0,5070.88,0.6,0.07921196658468621,0.101010101010101,0.07632933104631223,10029.872857142856,0.02345714285714286
2023-06-12,5899,0.0251,80.33,1154.47,0.0346,148,11889.34,103,45,11.21,7133.6,0.6,0.40677942036050596,0.35779816513761475,0.17509960159362548,10296.380000000001,0.023942857142857148
2023-06-13,5507,0.0255,80.85,1099.09,0.0267,140,11318.51,93,47,11.82,6791.1,0.6,-0.04801191655718484,-0.05405405405405406,-0.06645194100695029,10176.815714285714,0.023857142857142858
2023-06-14,5868,0.0232,81.91,1132.38,0.0394,136,11139.87,98,38,11.55,6683.92,0.6,-0.01578299617175749,-0.02857142857142858,0.06555293263119677,10356.442857142858,0.02378571428571429
2023-06-15,5762,0.005,78.24,1163.91,0.0354,28,2190.82,19,9,61.26,1314.49,0.6,-0.8033352274308407,-0.7941176470588236,-0.01806407634628493,9099.215714285714,0.020771428571428573
2023-06-16,5848,0.0023,74.16,1140.61,0.0278,13,964.14,9,4,126.73,578.48,0.6,-0.5599182041427411,-0.5357142857142857,0.014925373134328401,7683.611428571429,0.01774285714285714
2023-06-17,5267,0.0038,75.73,1164.58,0.0364,20,1514.67,14,6,83.18,908.8,0.6,0.5710062853942375,0.5384615384615385,-0.09935020519835847,6781.258571428572,0.015228571428571428
2023-06-18,4843,0.0026,81.03,1092.43,0.0303,12,972.39,8,4,136.55,583.43,0.6,-0.35801857830418515,-0.4,-0.0805012340991077,5712.820000000001,0.012499999999999999
2023-06-19,5545,0.0237,70.92,1147.75,0.0343,131,9289.91,97,34,11.83,5573.94,0.6,8.553687306533387,9.916666666666666,0.14495147635762962,5341.472857142857,0.0123
2023-06-20,5522,0.0251,76.84,1069.42,0.0324,138,10604.38,93,45,11.5,6362.63,0.6,0.1414943740036232,0.05343511450381677,-0.004147880973850326,5239.454285714286,0.012242857142857142
2023-06-21,5541,0.0233,73.03,1135.37,0.0258,129,9421.3,88,41,12.9,5652.78,0.6,-0.11156522116333067,-0.06521739130434778,0.0034407823252444736,4993.944285714286,0.012257142857142857
2023-06-22,5693,0.0242,75.14,1096.56,0.0268,137,10294.69,96,41,11.42,6176.81,0.6,0.0927037669960622,0.0620155038759691,0.02743187150333881,6151.639999999999,0.015
2023-06-23,5781,0.027,81.39,1105.81,0.0351,156,12697.19,105,51,10.53,7618.32,0.6,0.23337273876143905,0.13868613138686126,0.01545757948357629,7827.79,0.01852857142857143
2023-06-24,4972,0.0238,75.96,1205.21,0.0283,118,8962.75,84,34,14.35,5377.65,0.6,-0.2941154696432833,-0.2435897435897436,-0.13994118664590904,8891.801428571429,0.021385714285714286
2023-06-25,5086,0.0267,75.23,1198.8,0.028,135,10156.34,96,39,12.49,6093.81,0.6,0.1331722964491926,0.14406779661016955,0.02292839903459365,10203.794285714286,0.02482857142857143
2023-06-26,5727,0.0227,68.2,1175.51,0.0252,130,8866.09,92,38,12.78,5319.66,0.6,-0.12703887424012983,-0.03703703703703709,0.1260322453794731,10143.248571428572,0.024685714285714287
2023-06-27,6020,0.0261,78.73,1091.26,0.0321,156,12282.08,109,47,10.01,7369.25,0.6,0.38528708822039937,0.19999999999999996,0.051161166404749325,10382.92,0.02482857142857143
2023-06-28,5680,0.0279,78.23,1130.88,0.0403,158,12359.93,114,44,9.92,7415.96,0.6,0.0063385029245861535,0.012820512820512775,-0.056478405315614655,10802.724285714286,0.02548571428571429
2023-06-29,6281,0.0201,85.82,1208.18,0.0247,125,10727.03,84,41,14.38,6436.22,0.6,-0.13211239869481461,-0.2088607594936709,0.10580985915492969,10864.487142857144,0.0249
2023-06-30,5866,0.0234,73.46,1155.44,0.0301,137,10064.17,96,41,12.04,6038.5,0.6,-0.061793432105624824,0.09600000000000009,-0.06607228148384015,10488.341428571428,0.024385714285714285
2023-07-01,4774,0.0262,76.1,1265.14,0.0371,124,9435.87,84,40,15.06,5661.52,0.6,-0.06242939060051644,-0.0948905109489051,-0.18615751789976132,10555.930000000002,0.02472857142857143
2023-07-02,4735,0.0246,76.25,1169.67,0.0296,116,8844.64,83,33,14.09,5306.79,0.6,-0.06265770935801374,-0.06451612903225812,-0.008169250104734016,10368.544285714286,0.02442857142857143
2023-07-03,5850,0.0257,82.89,1160.43,0.0323,150,12433.09,99,51,11.72,7459.85,0.6,0.405720300656669,0.2931034482758621,0.23548046462513206,10878.115714285714,0.02485714285714286
2023-07-04,5713,0.0238,74.52,1136.19,0.0247,135,10060.68,94,41,12.09,6036.41,0.6,-0.19081419019728807,-0.09999999999999998,-0.023418803418803424,10560.772857142858,0.024528571428571427
2023-07-05,5905,0.0252,76.4,1159.15,0.0321,148,11306.48,104,44,11.15,6783.89,0.6,0.12382860800661577,0.09629629629629632,0.033607561701382904,10410.28,0.02414285714285714
2023-07-06,5861,0.0247,78.04,1145.67,0.0291,144,11237.69,98,46,11.69,6742.61,0.6,-0.006084121671819931,-0.027027027027026973,-0.007451312447078751,10483.231428571427,0.0248
2023-07-07,5756,0.0273,75.93,1189.53,0.0349,157,11921.49,107,50,11.12,7152.89,0.6,0.060848804336122386,0.09027777777777768,-0.01791503156457941,10748.562857142857,0.02535714285714286
2023-07-08,4805,0.0255,72.77,1202.78,0.0359,122,8877.68,85,37,14.15,5326.61,0.6,-0.255321272760368,-0.22292993630573243,-0.16521890201528844,10668.82142857143,0.02525714285714286
2023-07-09,4675,0.0257,75.97,1116.47,0.0429,120,9116.45,86,34,12.98,5469.87,0.6,0.026895540276288488,-0.016393442622950838,-0.027055150884495283,10707.651428571427,0.025414285714285716
2023-07-10,5693,0.0242,80.37,1090.03,0.0329,137,11010.44,93,44,11.72,6606.26,0.6,0.2077552117326371,0.1416666666666666,0.21775401069518718,10504.415714285715,0.0252
2023-07-11,5958,0.024,69.87,1065.61,0.0316,143,9991.04,97,46,10.99,5994.62,0.6,-0.09258485582774167,0.04379562043795615,0.046548392763042346,10494.467142857144,0.02522857142857143
2023-07-12,5834,0.0241,75.66,1183.64,0.031,140,10593.08,101,39,11.72,6355.85,0.6,0.06025799116007935,-0.020979020979020935,-0.020812353138637163,10392.552857142859,0.025071428571428574
2023-07-13,5546,0.0258,71.5,1103.9,0.0282,143,10224.41,99,44,11.15,6134.65,0.6,-0.03480290906893935,0.021428571428571352,-0.04936578676722658,10247.798571428571,0.02522857142857143
2023-07-14,5834,0.0242,80.98,1052.25,0.0317,140,11336.53,95,45,11.08,6801.92,0.6,0.10877106845284978,-0.020979020979020935,0.05192931842769566,10164.232857142857,0.024785714285714282
2023-07-15,5080,0.0256,67.38,1180.14,0.0285,129,8692.54,92,37,12.83,5215.53,0.6,-0.2332274514335515,-0.07857142857142863,-0.12924237230030855,10137.784285714286,0.0248
2023-07-16,4830,0.0292,72.21,1286.19,0.0308,140,10108.75,96,44,13.4,6065.25,0.6,0.16292245994841537,0.0852713178294573,-0.049212598425196874,10279.54142857143,0.0253
2023-07-17,5842,0.0267,76.89,1162.06,0.0366,156,11994.23,112,44,10.38,7196.54,0.6,0.18651959935699258,0.11428571428571432,0.20952380952380945,10420.082857142857,0.025657142857142858
2023-07-18,5827,0.0243,82.83,1205.11,0.025,141,11678.69,96,45,12.55,7007.22,0.6,-0.02630764959484677,-0.09615384615384615,-0.002567613830879889,10661.175714285715,0.0257
2023-07-19,5591,0.0274,74.67,1168.1,0.0357,153,11424.7,106,47,11.02,6854.82,0.6,-0.02174815839790245,0.0851063829787233,-0.04050111549682511,10779.978571428572,0.02617142857142857
2023-07-20,5895,0.0242,72.22,1159.89,0.0366,142,10255.81,102,40,11.37,6153.49,0.6,-0.10231253337067947,-0.07189542483660127,0.05437309962439629,10784.464285714286,0.025942857142857146
2023-07-21,5940,0.0209,84.41,1211.61,0.0294,124,10466.32,86,38,14.09,6279.79,0.6,0.020525926279835627,-0.12676056338028174,0.007633587786259444,10660.148571428572,0.025471428571428572
2023-07-22,5249,0.023,67.76,1151.97,0.0194,120,8131.19,85,35,13.55,4878.71,0.6,-0.22310898195354245,-0.032258064516129004,-0.11632996632996628,10579.955714285712,0.0251
2023-07-23,5247,0.0213,64.01,1180.68,0.027,111,7104.66,77,34,15.33,4262.8,0.6,-0.1262459738365479,-0.07499999999999996,-0.0003810249571346569,10150.800000000001,0.023971428571428567
2023-07-24,5565,0.0243,77.2,1184.22,0.0365,135,10422.01,99,36,11.96,6253.21,0.6,0.46692593311995223,0.21621621621621623,0.06060606060606055,9926.197142857143,0.023628571428571426
2023-07-25,5657,0.025,72.49,1135.55,0.0299,141,10221.05,103,38,11.02,6132.63,0.6,-0.019282268967310667,0.04444444444444451,0.01653189577717873,9717.962857142858,0.02372857142857143
2023-07-26,5951,0.0284,69.89,1219.38,0.025,168,11742.16,113,55,10.79,7045.3,0.6,0.14882130505182944,0.1914893617021276,0.051971009368923404,9763.314285714285,0.02387142857142857
2023-07-27,5955,0.0257,78.54,1161.86,0.0275,152,11938.35,107,45,10.86,7163.01,0.6,0.016708169536099104,-0.09523809523809523,0.0006721559401781096,10003.677142857143,0.024085714285714287
2023-07-28,5960,0.0246,76.22,1133.64,0.0342,146,11127.97,99,47,11.45,6676.78,0.6,-0.06788040223313951,-0.03947368421052633,0.0008396305625524292,10098.198571428571,0.02461428571428571
2023-07-29,5831,0.0267,72.18,1199.08,0.0327,155,11187.84,109,46,11.0,6712.7,0.6,0.0053801367185570825,0.06164383561643838,-0.021644295302013394,10534.862857142856,0.02514285714285714
2023-07-30,5179,0.0206,68.6,1128.15,0.0288,106,7271.44,74,32,15.25,4362.86,0.6,-0.35005863508952584,-0.31612903225806455,-0.111816155033442,10558.68857142857,0.025042857142857144
2023-07-31,6096,0.0255,79.36,1175.31,0.0282,155,12301.15,105,50,11.19,7380.69,0.6,0.691707557237631,0.46226415094339623,0.1770612087275536,10827.137142857142,0.025214285714285713
2023-08-01,6064,0.0265,78.25,1174.27,0.028,160,12520.16,115,45,10.21,7512.1,0.6,0.017804026452811428,0.032258064516129004,-0.005249343832021025,11155.581428571428,0.02542857142857143
2023-08-02,6008,0.022,74.5,1229.84,0.0254,132,9834.54,92,40,13.37,5900.73,0.6,-0.21450364851567383,-0.17500000000000004,-0.00923482849604218,10883.064285714287,0.024514285714285714
2023-08-03,5818,0.0273,84.23,1200.11,0.0381,158,13308.84,109,49,11.01,7985.31,0.6,0.3532752929979439,0.19696969696969702,-0.03162450066577893,11078.848571428573,0.024742857142857143
2023-08-04,6037,0.0257,69.65,1175.95,0.0284,155,10795.68,107,48,10.99,6477.41,0.6,-0.18883388785198407,-0.01898734177215189,0.03764180130629091,11031.378571428571,0.024900000000000002
2023-08-05,4935,0.0242,67.37,1218.91,0.0361,119,8017.31,83,36,14.69,4810.39,0.6,-0.25735942525158206,-0.23225806451612907,-0.18254099718403183,10578.445714285715,0.024542857142857144
2023-08-06,5046,0.0263,71.54,1248.36,0.0376,132,9443.34,93,39,13.42,5666.0,0.6,0.1778688861974902,0.10924369747899165,0.022492401215805424,10888.717142857144,0.025357142857142856
2023-08-07,5801,0.0295,74.77,1207.56,0.035,171,12786.02,119,52,10.15,7671.61,0.6,0.35397221745695906,0.2954545454545454,0.14962346413000405,10957.984285714285,0.02592857142857143
2023-08-08,5918,0.0254,76.22,1181.01,0.0278,150,11432.5,96,54,12.3,6859.5,0.6,-0.10585936827879205,-0.1228070175438597,0.020168936390277503,10802.604285714286,0.025771428571428574
2023-08-09,6369,0.0255,73.79,1115.73,0.032,162,11954.6,113,49,9.87,7172.76,0.6,0.04566805160726006,0.08000000000000007,0.07620817843866168,11105.470000000001,0.026271428571428567
2023-08-10,5537,0.0241,76.76,1128.89,0.0299,133,10209.12,89,44,12.68,6125.47,0.6,-0.14600906763923505,-0.17901234567901236,-0.1306327523944104,10662.652857142859,0.025814285714285713
2023-08-11,6052,0.0233,68.74,1167.71,0.0255,141,9692.66,98,43,11.92,5815.6,0.6,-0.05058810161894467,0.06015037593984962,0.09301065558966948,10505.078571428572,0.02547142857142857
2023-08-12,4796,0.0267,82.22,1153.32,0.0316,127,10441.79,85,42,13.57,6265.07,0.6,0.07728838110487746,-0.099290780141844,-0.20753469927296764,10851.432857142858,0.025828571428571426
2023-08-13,5028,0.0233,74.59,1175.27,0.0241,117,8726.94,78,39,15.07,5236.16,0.6,-0.164229504711357,-0.07874015748031493,0.04837364470392003,10749.09,0.025400000000000002
2023-08-14,6144,0.0251,80.59,1188.27,0.0359,154,12410.32,111,43,10.71,7446.19,0.6,0.42207004975398,0.3162393162393162,0.22195704057279242,10695.418571428572,0.024771428571428573
2023-08-15,5944,0.024,76.71,1212.75,0.0277,142,10893.33,98,44,12.37,6536.0,0.6,-0.12223617118656083,-0.07792207792207795,-0.03255208333333337,10618.394285714287,0.024571428571428574
2023-08-16,5719,0.026,77.28,1183.56,0.031,148,11438.0,102,46,11.6,6862.8,0.6,0.05000032129752796,0.04225352112676051,-0.037853297442799416,10544.594285714285,0.024642857142857143
2023-08-17,5796,0.0257,77.85,1212.24,0.0314,148,11521.63,105,43,11.55,6912.98,0.6,0.0073115929358278375,0.0,0.01346389228886169,10732.095714285713,0.024871428571428572
2023-08-18,6079,0.0271,77.24,1191.96,0.0287,164,12667.12,113,51,10.55,7600.27,0.6,0.09942082847652656,0.10810810810810811,0.04882677708764671,11157.018571428573,0.025414285714285716
2023-08-19,5001,0.024,78.21,1090.79,0.0329,119,9307.42,88,31,12.4,5584.45,0.6,-0.26522998124277664,-0.27439024390243905,-0.17733179799309096,10994.965714285714,0.02502857142857143
2023-08-20,5195,0.0245,81.65,1143.42,0.0276,127,10369.01,88,39,12.99,6221.41,0.6,0.11405846088389704,0.0672268907563025,0.0387922415516897,11229.547142857144,0.0252
2023-08-21,5965,0.023,75.98,1184.0,0.0344,137,10409.62,96,41,12.33,6245.77,0.6,0.003916478043709093,0.07874015748031504,0.1482194417709335,10943.732857142857,0.0249
2023-08-22,5829,0.0241,78.55,1131.55,0.0233,140,10996.3,100,40,11.32,6597.78,0.6,0.05635940601097822,0.021897810218978186,-0.022799664710813072,10958.442857142856,0.024914285714285715
2023-08-23,6393,0.0258,74.55,1222.85,0.0306,164,12226.42,120,44,10.19,7335.85,0.6,0.11186671880541654,0.17142857142857149,0.09675759135357698,11071.074285714285,0.024885714285714285
2023-08-24,6095,0.0265,82.2,1270.22,0.0397,161,13234.29,110,51,11.55,7940.58,0.6,0.08243377865311352,-0.018292682926829285,-0.046613483497575436,11315.740000000002,0.024999999999999998
2023-08-25,5567,0.0232,71.62,1255.44,0.025,128,9167.11,88,40,14.27,5500.27,0.6,-0.3073213598916149,-0.20496894409937894,-0.08662838392124694,10815.738571428572,0.024442857142857145
2023-08-26,5213,0.0267,84.0,1184.66,0.0266,139,11676.65,100,39,11.85,7005.99,0.6,0.27375476022432355,0.0859375,-0.06358900664630862,11154.199999999999,0.024828571428571426
2023-08-27,5048,0.0277,74.8,1270.69,0.0326,139,10397.09,99,40,12.84,6238.25,0.6,-0.10958279986126152,0.0,-0.03165164013044308,11158.21142857143,0.025285714285714283
2023-08-28,6155,0.0258,67.85,1204.41,0.0309,158,10719.69,113,45,10.66,6431.81,0.6,0.031027912617857423,0.13669064748201443,0.21929477020602217,11202.507142857141,0.025685714285714287
2023-08-29,5830,0.0288,75.64,1180.95,0.0318,167,12631.97,112,55,10.54,7579.18,0.6,0.17838948700941892,0.05696202531645578,-0.052802599512591364,11436.174285714285,0.026357142857142857
2023-08-30,5970,0.0235,71.59,1167.96,0.0324,140,10023.26,102,38,11.45,6013.96,0.6,-0.20651648159392388,-0.16167664670658688,0.02401372212692965,11121.437142857143,0.02602857142857143
2023-08-31,6098,0.0225,79.2,1184.33,0.0332,137,10850.84,93,44,12.73,6510.5,0.6,0.08256595159658642,-0.021428571428571463,0.021440536013400235,10780.944285714286,0.025457142857142855
2023-09-01,6174,0.0214,71.74,1180.87,0.0355,132,9469.27,92,40,12.84,5681.56,0.6,-0.1273237832278422,-0.03649635036496346,0.01246310265660866,10824.11,0.0252
2023-09-02,4965,0.028,72.77,1209.62,0.032,138,10042.13,96,42,12.6,6025.28,0.6,0.06049674367717883,0.045454545454545414,-0.19582118561710393,10590.607142857143,0.025385714285714286
2023-09-03,5142,0.0263,65.55,1209.95,0.0288,135,8849.56,92,43,13.15,5309.74,0.6,-0.11875667811510104,-0.021739130434782594,0.03564954682779464,10369.531428571428,0.025185714285714287
2023-09-04,5918,0.0249,72.74,1202.9,0.0334,147,10692.55,98,49,12.27,6415.53,0.6,0.20825781168781266,0.0888888888888888,0.1509140412290937,10365.654285714287,0.025057142857142858
2023-09-05,5887,0.0256,62.88,3070.72,0.0395,150,9432.09,99,51,31.02,5659.25,0.6,-0.11788207677308027,0.020408163265306145,-0.005238256167624189,9908.528571428571,0.0246
2023-09-06,6375,0.0227,67.08,3426.53,0.0293,145,9726.67,101,44,33.93,5836.0,0.6,0.031231678238863303,-0.033333333333333326,0.08289451333446585,9866.158571428572,0.024485714285714284
2023-09-07,6107,0.0299,78.8,3316.54,0.0251,182,14341.98,121,61,27.41,8605.19,0.6,0.4745005227894026,0.2551724137931035,-0.042039215686274556,10364.892857142857,0.025542857142857145
2023-09-08,5778,0.0253,78.93,3104.53,0.0355,145,11444.71,98,47,31.68,6866.82,0.6,-0.20201325061114295,-0.20329670329670335,-0.053872605207139324,10647.098571428569,0.0261
2023-09-09,5417,0.0252,77.13,3009.38,0.0294,136,10489.31,94,42,32.01,6293.59,0.6,-0.08347961634676626,-0.06206896551724139,-0.06247836621668401,10710.981428571427,0.0257
2023-09-10,5662,0.0265,70.17,1254.41,0.0191,149,10454.6,96,53,13.07,6272.76,0.6,-0.0033090832476110332,0.09558823529411775,0.04522798597009414,10940.272857142858,0.025728571428571427
2023-09-11,6249,0.026,74.76,1140.17,0.0342,162,12111.35,115,47,9.91,7266.81,0.6,0.1584709123256749,0.08724832214765099,0.10367361356411164,11142.95857142857,0.025885714285714286
2023-09-12,5742,0.0254,74.98,1198.1,0.0273,146,10947.37,95,51,12.61,6568.42,0.6,-0.0961065446874213,-0.09876543209876543,-0.0811329812770043,11359.427142857143,0.025857142857142856
2023-09-13,5953,0.0234,69.21,1151.66,0.0295,139,9619.94,97,42,11.87,5771.96,0.6,-0.12125560751121045,-0.047945205479452024,0.0367467781260884,11344.180000000002,0.025957142857142856
2023-09-14,6308,0.0259,82.52,1120.89,0.0317,163,13450.27,114,49,9.83,8070.16,0.6,0.39816568502506255,0.17266187050359716,0.059633798084999246,11216.792857142858,0.025385714285714286
2023-09-15,5917,0.0288,79.39,1238.89,0.031,170,13495.76,120,50,10.32,8097.45,0.6,0.0033820882406077057,0.042944785276073594,-0.061984781230183916,11509.800000000001,0.025885714285714286
2023-09-16,5351,0.0277,73.9,1250.6,0.0335,148,10936.49,103,45,12.14,6561.89,0.6,-0.1896351150287202,-0.12941176470588234,-0.0956565827277337,11573.68285714286,0.026242857142857144
2023-09-17,5422,0.0282,75.13,1184.64,0.0278,152,11420.43,112,40,10.58,6852.26,0.6,0.044250029031252414,0.027027027027026973,0.013268547934965458,11711.658571428572,0.026485714285714286
2023-09-18,5886,0.024,76.04,1084.73,0.0326,141,10721.91,99,42,10.96,6433.15,0.6,-0.06116407175561689,-0.07236842105263153,0.08557727775728519,11513.167142857143,0.0262
2023-09-19,6063,0.023,64.79,1187.8,0.0287,139,9005.99,100,39,11.88,5403.6,0.6,-0.1600386498301143,-0.014184397163120588,0.030071355759429208,11235.827142857144,0.025857142857142856
2023-09-20,5431,0.0247,73.76,1235.52,0.0337,134,9884.39,91,43,13.58,5930.63,0.6,0.09753508498232843,-0.03597122302158273,-0.10423882566386278,11273.605714285715,0.026042857142857142
2023-09-21,5878,0.0251,71.59,1142.81,0.0331,147,10523.74,103,44,11.1,6314.24,0.6,0.06468279782566255,0.09701492537313428,0.08230528447799679,10855.529999999999,0.02592857142857143
2023-09-22,6037,0.0272,69.99,1226.75,0.0253,164,11478.67,119,45,10.31,6887.2,0.6,0.09074055421361615,0.11564625850340127,0.027050017012589356,10567.374285714284,0.0257
2023-09-23,5042,0.0216,73.59,1217.64,0.0354,108,7948.21,75,33,16.24,4768.92,0.6,-0.3075669916462447,-0.3414634146341463,-0.16481696206725194,10140.477142857142,0.02482857142857143
2023-09-24,5622,0.0281,83.99,1248.2,0.0273,157,13186.18,110,47,11.35,7911.71,0.6,0.6590125323815048,0.4537037037037037,0.11503371677905583,10392.727142857142,0.024814285714285712
2023-09-25,5814,0.0247,78.2,1226.03,0.034,143,11183.2,102,41,12.02,6709.92,0.6,-0.15189994372896465,-0.08917197452229297,0.03415154749199578,10458.625714285716,0.024914285714285715
2023-09-26,6016,0.0241,72.14,1172.23,0.0318,145,10460.9,99,46,11.84,6276.54,0.6,-0.06458795335860945,0.013986013986013957,0.03474372205022358,10666.470000000001,0.025071428571428574
2023-09-27,6134,0.023,77.86,1281.53,0.0392,140,10900.81,91,49,14.08,6540.48,0.6,0.042052787045091744,-0.03448275862068961,0.019614361702127603,10811.672857142858,0.02482857142857143
2023-09-28,6400,0.0217,82.0,1214.6,0.0289,138,11315.56,97,41,12.52,6789.33,0.6,0.03804763132280997,-0.014285714285714235,0.04336485164656012,10924.789999999999,0.024342857142857142
2023-09-29,5829,0.0266,79.62,1221.99,0.0283,155,12341.59,111,44,11.01,7404.95,0.6,0.09067425739424295,0.12318840579710155,-0.08921875000000001,11048.064285714285,0.02425714285714286
2023-09-30,5553,0.0251,75.3,1177.51,0.0299,139,10466.44,93,46,12.66,6279.87,0.6,-0.151937473210502,-0.10322580645161294,-0.04734945959855896,11407.81142857143,0.024757142857142856
2023-10-01,5327,0.0224,71.77,1202.84,0.0285,119,8540.07,84,35,14.32,5124.04,0.6,-0.1840520750130895,-0.14388489208633093,-0.04069872141184949,10744.08142857143,0.023942857142857144
2023-10-02,5932,0.0224,78.49,1181.58,0.034,132,10360.83,94,38,12.57,6216.5,0.6,0.21320199951522656,0.10924369747899165,0.11357236718603336,10626.6,0.023614285714285716
2023-10-03,6225,0.0243,76.97,1218.0,0.0219,151,11622.08,98,53,12.43,6973.25,0.6,0.12173252528996237,0.14393939393939403,0.049393122049898874,10792.482857142857,0.02364285714285714
2023-10-04,6177,0.0283,79.48,1313.06,0.0247,175,13908.29,119,56,11.03,8344.98,0.6,0.19671263663647132,0.1589403973509933,-0.007710843373493925,11222.122857142856,0.0244
2023-10-05,6021,0.0245,78.18,1159.7,0.0247,147,11491.85,101,46,11.48,6895.11,0.6,-0.17374098469330168,-0.16000000000000003,-0.025254978144730433,11247.307142857144,0.0248
2023-10-06,6159,0.022,80.25,1148.44,0.0348,135,10833.45,94,41,12.22,6500.07,0.6,-0.05729277705504332,-0.08163265306122447,0.02291978076731449,11031.858571428571,0.024142857142857143
2023-10-07,5272,0.0245,72.32,1303.5,0.0386,129,9329.77,88,41,14.81,5597.86,0.6,-0.138799736002843,-0.0444444444444444,-0.1440168858580938,10869.477142857144,0.024057142857142857
2023-10-08,5376,0.0245,81.59,1220.3,0.0295,131,10687.89,89,42,13.71,6412.74,0.6,0.14556843309106204,0.015503875968992276,0.019726858877086473,11176.308571428572,0.024357142857142855
2023-10-09,6290,0.0196,75.99,1198.14,0.0292,123,9346.52,90,33,13.31,5607.91,0.6,-0.12550372430853973,-0.06106870229007633,0.17001488095238093,11031.407142857144,0.023957142857142854
2023-10-10,6479,0.0249,85.38,1284.41,0.0304,161,13745.59,112,49,11.47,8247.35,0.6,0.4706639476511043,0.3089430894308942,0.030047694753577048,11334.765714285715,0.024042857142857144
2023-10-11,5918,0.0245,71.55,1202.96,0.0358,145,10375.34,99,46,12.15,6225.2,0.6,-0.24518772930081578,-0.0993788819875776,-0.08658743633276744,10830.058571428572,0.0235
